Frequency (MHz),Amplitude Min(mW),Amplitude Max(mW)
654.855642,4.04665e-011,4.04665e-011
654.863238,4.94101e-012,4.94101e-012
654.870833,1.19971e-012,1.19971e-012
654.878429,2.71213e-013,2.71213e-013
654.886024,5.13283e-012,5.13283e-012
654.89362,1.95535e-012,1.95535e-012
654.901215,1.28355e-012,1.28355e-012
654.908811,9.4637e-012,9.4637e-012
654.916406,9.56256e-012,9.56256e-012
654.924002,9.11237e-012,9.11237e-012
654.931597,1.08502e-011,1.08502e-011
654.939193,3.30637e-011,3.30637e-011
654.946788,3.33466e-011,3.33466e-011
654.954384,1.07206e-011,1.07206e-011
654.961979,4.64801e-011,4.64801e-011
654.969575,1.25303e-011,1.25303e-011
654.97717,5.62498e-012,5.62498e-012
654.984766,2.8531e-011,2.8531e-011
654.992361,6.80629e-011,6.80629e-011
654.999957,6.33788e-012,6.33788e-012
655.007552,4.43252e-012,4.43252e-012
655.015148,2.63007e-011,2.63007e-011
655.022743,7.35981e-011,7.35981e-011
655.030339,6.2762e-011,6.2762e-011
655.037934,5.42774e-011,5.42774e-011
655.04553,2.82981e-011,2.82981e-011
655.053125,8.66882e-012,8.66882e-012
655.06072,1.89341e-011,1.89341e-011
655.068316,2.03661e-011,2.03661e-011
655.075911,1.27576e-011,1.27576e-011
655.083507,6.18778e-012,6.18778e-012
