Frequency (MHz),Amplitude Min(mW),Amplitude Max(mW)
1301.66016,3.4288e-012,3.4288e-012
1301.66775,3.88959e-012,3.88959e-012
1301.67535,3.47011e-012,3.47011e-012
1301.68294,2.83849e-012,2.83849e-012
1301.69054,3.44163e-012,3.44163e-012
1301.69813,4.15731e-012,4.15731e-012
1301.70573,4.47965e-012,4.47965e-012
1301.71332,1.74953e-012,1.74953e-012
1301.72092,2.82428e-012,2.82428e-012
1301.72852,2.28349e-012,2.28349e-012
1301.73611,3.6955e-012,3.6955e-012
1301.74371,5.54387e-012,5.54387e-012
1301.7513,3.47208e-012,3.47208e-012
1301.7589,4.41739e-012,4.41739e-012
1301.76649,4.44769e-012,4.44769e-012
1301.77409,4.17234e-012,4.17234e-012
1301.78168,3.69654e-012,3.69654e-012
1301.78928,3.5667e-012,3.5667e-012
1301.79688,3.14807e-012,3.14807e-012
1301.80447,1.91974e-012,1.91974e-012
1301.81207,2.60628e-012,2.60628e-012
1301.81966,4.81927e-012,4.81927e-012
1301.82726,5.51092e-012,5.51092e-012
1301.83485,3.07998e-012,3.07998e-012
1301.84245,2.60016e-012,2.60016e-012
1301.85004,2.69249e-012,2.69249e-012
1301.85764,2.10232e-012,2.10232e-012
1301.86523,2.95659e-012,2.95659e-012
1301.87283,3.65044e-012,3.65044e-012
1301.88043,2.55027e-012,2.55027e-012
1301.88802,4.34691e-012,4.34691e-012
1301.89562,3.65932e-012,3.65932e-012
1301.90321,5.48967e-012,5.48967e-012
1301.91081,5.9156e-012,5.9156e-012
1301.9184,4.80194e-012,4.80194e-012
1301.926,4.16461e-012,4.16461e-012
1301.93359,3.18415e-012,3.18415e-012
1301.94119,2.90512e-012,2.90512e-012
1301.94878,2.57625e-012,2.57625e-012
1301.95638,1.25256e-012,1.25256e-012
1301.96398,1.82588e-012,1.82588e-012
1301.97157,3.42898e-012,3.42898e-012
1301.97917,4.65868e-012,4.65868e-012
1301.98676,5.03947e-012,5.03947e-012
1301.99436,3.40689e-012,3.40689e-012
1302.00195,3.34463e-012,3.34463e-012
1302.00955,5.55669e-012,5.55669e-012
1302.01714,4.43586e-012,4.43586e-012
1302.02474,4.6812e-012,4.6812e-012
1302.03234,5.35356e-012,5.35356e-012
1302.03993,4.57363e-012,4.57363e-012
1302.04753,2.09572e-012,2.09572e-012
1302.05512,2.02105e-012,2.02105e-012
1302.06272,2.13718e-012,2.13718e-012
1302.07031,4.09989e-012,4.09989e-012
1302.07791,4.82427e-012,4.82427e-012
1302.0855,3.70314e-012,3.70314e-012
1302.0931,1.98514e-012,1.98514e-012
1302.10069,3.99477e-012,3.99477e-012
1302.10829,4.95547e-012,4.95547e-012
1302.11589,2.44732e-012,2.44732e-012
1302.12348,2.15581e-012,2.15581e-012
1302.13108,2.43877e-012,2.43877e-012
1302.13867,2.45797e-012,2.45797e-012
1302.14627,1.59792e-012,1.59792e-012
1302.15386,1.12777e-012,1.12777e-012
1302.16146,1.42951e-012,1.42951e-012
1302.16905,2.6322e-012,2.6322e-012
1302.17665,4.09037e-012,4.09037e-012
1302.18424,3.60416e-012,3.60416e-012
1302.19184,3.13496e-012,3.13496e-012
1302.19944,1.27841e-012,1.27841e-012
1302.20703,3.57909e-012,3.57909e-012
1302.21463,4.44765e-012,4.44765e-012
1302.22222,3.47636e-012,3.47636e-012
1302.22982,2.48649e-012,2.48649e-012
1302.23741,1.96048e-012,1.96048e-012
1302.24501,2.33836e-012,2.33836e-012
1302.2526,2.80575e-012,2.80575e-012
1302.2602,2.81236e-012,2.81236e-012
1302.2678,3.78936e-012,3.78936e-012
1302.27539,3.78517e-012,3.78517e-012
1302.28299,4.14665e-012,4.14665e-012
1302.29058,5.3858e-012,5.3858e-012
1302.29818,4.72351e-012,4.72351e-012
1302.30577,1.56736e-012,1.56736e-012
1302.31337,1.72936e-012,1.72936e-012
1302.32096,9.06691e-013,9.06691e-013
1302.32856,8.0675e-013,8.0675e-013
1302.33615,1.1508e-012,1.1508e-012
1302.34375,1.6688e-012,1.6688e-012
1302.35135,1.42797e-012,1.42797e-012
1302.35894,1.91001e-012,1.91001e-012
1302.36654,2.35193e-012,2.35193e-012
1302.37413,1.99777e-012,1.99777e-012
1302.38173,1.84345e-012,1.84345e-012
1302.38932,1.95154e-012,1.95154e-012
1302.39692,2.5569e-012,2.5569e-012
1302.40451,2.67546e-012,2.67546e-012
1302.41211,3.41514e-012,3.41514e-012
1302.41971,2.4287e-012,2.4287e-012
1302.4273,8.49867e-013,8.49867e-013
1302.4349,2.47971e-012,2.47971e-012
1302.44249,2.0534e-012,2.0534e-012
1302.45009,2.54773e-012,2.54773e-012
1302.45768,4.46872e-012,4.46872e-012
1302.46528,3.08535e-012,3.08535e-012
1302.47287,3.47482e-012,3.47482e-012
1302.48047,4.52857e-012,4.52857e-012
1302.48806,4.19447e-012,4.19447e-012
1302.49566,3.30678e-012,3.30678e-012
1302.50326,2.22789e-012,2.22789e-012
1302.51085,2.50672e-012,2.50672e-012
1302.51845,3.38762e-012,3.38762e-012
1302.52604,2.16356e-012,2.16356e-012
1302.53364,1.70928e-012,1.70928e-012
1302.54123,1.1085e-012,1.1085e-012
1302.54883,4.2027e-012,4.2027e-012
1302.55642,4.88296e-012,4.88296e-012
1302.56402,5.52172e-012,5.52172e-012
1302.57161,4.3871e-012,4.3871e-012
1302.57921,3.74712e-012,3.74712e-012
1302.58681,3.01258e-012,3.01258e-012
1302.5944,3.04268e-012,3.04268e-012
1302.602,2.21898e-012,2.21898e-012
1302.60959,1.89395e-012,1.89395e-012
1302.61719,1.22536e-012,1.22536e-012
1302.62478,1.8563e-012,1.8563e-012
1302.63238,1.1737e-012,1.1737e-012
1302.63997,2.21954e-012,2.21954e-012
1302.64757,1.353e-012,1.353e-012
1302.65517,3.59855e-012,3.59855e-012
1302.66276,3.38894e-012,3.38894e-012
1302.67036,3.32853e-012,3.32853e-012
1302.67795,3.39266e-012,3.39266e-012
1302.68555,2.31753e-012,2.31753e-012
1302.69314,2.58458e-012,2.58458e-012
1302.70074,2.20015e-012,2.20015e-012
1302.70833,1.58574e-012,1.58574e-012
1302.71593,2.35253e-012,2.35253e-012
1302.72352,2.24023e-012,2.24023e-012
1302.73112,1.04566e-012,1.04566e-012
1302.73872,1.23288e-012,1.23288e-012
1302.74631,2.9546e-012,2.9546e-012
1302.75391,4.08161e-012,4.08161e-012
1302.7615,2.66309e-012,2.66309e-012
1302.7691,6.23681e-012,6.23681e-012
1302.77669,6.62041e-012,6.62041e-012
1302.78429,6.37796e-012,6.37796e-012
1302.79188,5.41837e-012,5.41837e-012
1302.79948,4.06205e-012,4.06205e-012
1302.80707,2.32746e-012,2.32746e-012
1302.81467,4.21725e-012,4.21725e-012
1302.82227,4.15792e-012,4.15792e-012
1302.82986,3.89757e-012,3.89757e-012
1302.83746,3.11282e-012,3.11282e-012
1302.84505,2.48905e-012,2.48905e-012
1302.85265,3.79022e-012,3.79022e-012
1302.86024,2.8403e-012,2.8403e-012
1302.86784,1.58617e-012,1.58617e-012
1302.87543,3.82856e-012,3.82856e-012
1302.88303,6.23573e-012,6.23573e-012
1302.89063,4.46226e-012,4.46226e-012
1302.89822,5.16952e-012,5.16952e-012
1302.90582,3.02093e-012,3.02093e-012
1302.91341,4.22628e-012,4.22628e-012
1302.92101,3.99458e-012,3.99458e-012
1302.9286,3.07962e-012,3.07962e-012
1302.9362,2.03453e-012,2.03453e-012
1302.94379,2.49817e-012,2.49817e-012
1302.95139,2.13339e-012,2.13339e-012
1302.95898,1.28099e-012,1.28099e-012
1302.96658,1.89963e-012,1.89963e-012
1302.97418,3.79613e-012,3.79613e-012
1302.98177,4.99151e-012,4.99151e-012
1302.98937,4.61825e-012,4.61825e-012
1302.99696,4.94974e-012,4.94974e-012
1303.00456,4.15821e-012,4.15821e-012
1303.01215,2.98059e-012,2.98059e-012
1303.01975,1.61297e-012,1.61297e-012
1303.02734,1.99614e-012,1.99614e-012
1303.03494,1.34103e-012,1.34103e-012
1303.04253,1.46631e-012,1.46631e-012
1303.05013,1.48681e-012,1.48681e-012
1303.05773,2.08383e-012,2.08383e-012
1303.06532,2.39076e-012,2.39076e-012
1303.07292,3.38087e-012,3.38087e-012
1303.08051,3.85975e-012,3.85975e-012
1303.08811,3.67241e-012,3.67241e-012
1303.0957,4.1073e-012,4.1073e-012
1303.1033,1.84138e-012,1.84138e-012
1303.11089,2.93931e-012,2.93931e-012
1303.11849,3.44503e-012,3.44503e-012
1303.12609,3.96976e-012,3.96976e-012
1303.13368,2.579e-012,2.579e-012
1303.14128,1.33721e-012,1.33721e-012
1303.14887,2.43182e-012,2.43182e-012
1303.15647,3.67918e-012,3.67918e-012
1303.16406,1.40491e-012,1.40491e-012
1303.17166,3.22775e-012,3.22775e-012
1303.17925,3.12087e-012,3.12087e-012
1303.18685,3.80338e-012,3.80338e-012
1303.19444,1.20815e-012,1.20815e-012
1303.20204,1.36921e-012,1.36921e-012
1303.20964,2.0654e-012,2.0654e-012
1303.21723,2.11608e-012,2.11608e-012
1303.22483,1.52034e-012,1.52034e-012
1303.23242,2.28913e-012,2.28913e-012
1303.24002,3.0919e-012,3.0919e-012
1303.24761,4.32799e-012,4.32799e-012
1303.25521,4.37346e-012,4.37346e-012
1303.2628,4.19085e-012,4.19085e-012
1303.2704,2.79189e-012,2.79189e-012
1303.27799,1.2223e-012,1.2223e-012
1303.28559,2.3763e-012,2.3763e-012
1303.29319,2.55416e-012,2.55416e-012
1303.30078,4.665e-012,4.665e-012
1303.30838,3.70402e-012,3.70402e-012
1303.31597,3.13524e-012,3.13524e-012
1303.32357,3.48966e-012,3.48966e-012
1303.33116,3.69505e-012,3.69505e-012
1303.33876,3.40679e-012,3.40679e-012
1303.34635,3.52311e-012,3.52311e-012
1303.35395,2.80975e-012,2.80975e-012
1303.36155,2.67295e-012,2.67295e-012
1303.36914,2.78168e-012,2.78168e-012
1303.37674,2.92051e-012,2.92051e-012
1303.38433,3.4234e-012,3.4234e-012
1303.39193,5.43535e-012,5.43535e-012
1303.39952,4.27791e-012,4.27791e-012
1303.40712,2.73172e-012,2.73172e-012
1303.41471,3.27064e-012,3.27064e-012
1303.42231,2.79323e-012,2.79323e-012
1303.4299,2.16055e-012,2.16055e-012
1303.4375,2.97309e-012,2.97309e-012
1303.4451,1.98853e-012,1.98853e-012
1303.45269,3.5354e-012,3.5354e-012
1303.46029,3.92867e-012,3.92867e-012
1303.46788,4.49703e-012,4.49703e-012
1303.47548,3.76118e-012,3.76118e-012
1303.48307,3.21208e-012,3.21208e-012
1303.49067,5.10823e-012,5.10823e-012
1303.49826,5.81182e-012,5.81182e-012
1303.50586,6.41579e-012,6.41579e-012
1303.51346,1.73102e-012,1.73102e-012
1303.52105,2.31948e-012,2.31948e-012
1303.52865,2.75248e-012,2.75248e-012
1303.53624,4.23624e-012,4.23624e-012
1303.54384,3.92084e-012,3.92084e-012
1303.55143,3.07491e-012,3.07491e-012
1303.55903,2.03722e-012,2.03722e-012
1303.56662,4.08713e-012,4.08713e-012
1303.57422,2.98656e-012,2.98656e-012
1303.58181,1.83535e-012,1.83535e-012
1303.58941,1.53043e-012,1.53043e-012
1303.59701,3.11151e-012,3.11151e-012
1303.6046,6.02357e-012,6.02357e-012
1303.6122,5.33583e-012,5.33583e-012
1303.61979,3.72993e-012,3.72993e-012
1303.62739,3.38388e-012,3.38388e-012
1303.63498,2.12484e-012,2.12484e-012
1303.64258,7.47452e-013,7.47452e-013
1303.65017,1.1606e-012,1.1606e-012
1303.65777,1.78279e-012,1.78279e-012
1303.66536,9.47526e-013,9.47526e-013
1303.67296,1.89042e-012,1.89042e-012
1303.68056,2.56494e-012,2.56494e-012
1303.68815,1.76676e-012,1.76676e-012
1303.69575,1.41767e-012,1.41767e-012
1303.70334,1.58194e-012,1.58194e-012
1303.71094,1.241e-012,1.241e-012
1303.71853,1.8367e-012,1.8367e-012
1303.72613,2.41042e-012,2.41042e-012
1303.73372,2.03616e-012,2.03616e-012
1303.74132,2.46867e-012,2.46867e-012
1303.74892,3.54039e-012,3.54039e-012
1303.75651,3.28238e-012,3.28238e-012
1303.76411,2.68693e-012,2.68693e-012
1303.7717,3.88574e-012,3.88574e-012
1303.7793,4.86973e-012,4.86973e-012
1303.78689,5.49062e-012,5.49062e-012
1303.79449,2.20119e-012,2.20119e-012
1303.80208,3.78741e-012,3.78741e-012
1303.80968,1.09602e-012,1.09602e-012
1303.81727,1.94658e-012,1.94658e-012
1303.82487,2.34963e-012,2.34963e-012
1303.83247,2.35757e-012,2.35757e-012
1303.84006,2.62897e-012,2.62897e-012
1303.84766,3.30771e-012,3.30771e-012
1303.85525,3.80823e-012,3.80823e-012
1303.86285,4.73519e-012,4.73519e-012
1303.87044,5.86318e-012,5.86318e-012
1303.87804,6.77597e-012,6.77597e-012
1303.88563,6.0933e-012,6.0933e-012
1303.89323,5.43091e-012,5.43091e-012
1303.90082,6.04068e-012,6.04068e-012
1303.90842,3.67121e-012,3.67121e-012
1303.91602,3.07849e-012,3.07849e-012
1303.92361,2.43171e-012,2.43171e-012
1303.93121,1.68498e-012,1.68498e-012
1303.9388,1.41859e-012,1.41859e-012
1303.9464,1.64975e-012,1.64975e-012
1303.95399,2.13221e-012,2.13221e-012
1303.96159,2.43389e-012,2.43389e-012
1303.96918,2.61611e-012,2.61611e-012
1303.97678,1.85992e-012,1.85992e-012
1303.98438,1.3963e-012,1.3963e-012
1303.99197,2.70624e-012,2.70624e-012
1303.99957,3.20387e-012,3.20387e-012
1304.00716,5.01704e-013,5.01704e-013
1304.01476,1.16883e-012,1.16883e-012
1304.02235,2.23861e-012,2.23861e-012
1304.02995,3.09466e-012,3.09466e-012
1304.03754,2.70051e-012,2.70051e-012
1304.04514,1.85926e-012,1.85926e-012
1304.05273,1.42284e-012,1.42284e-012
1304.06033,2.34807e-012,2.34807e-012
1304.06793,2.16931e-012,2.16931e-012
1304.07552,1.24116e-012,1.24116e-012
1304.08312,2.50681e-012,2.50681e-012
1304.09071,5.03911e-012,5.03911e-012
1304.09831,6.98999e-012,6.98999e-012
1304.1059,5.59665e-012,5.59665e-012
1304.1135,6.79552e-012,6.79552e-012
1304.12109,5.42659e-012,5.42659e-012
1304.12869,3.52551e-012,3.52551e-012
1304.13628,2.8538e-012,2.8538e-012
1304.14388,1.42921e-012,1.42921e-012
1304.15148,1.29744e-012,1.29744e-012
1304.15907,1.72569e-012,1.72569e-012
1304.16667,1.56853e-012,1.56853e-012
1304.17426,2.48477e-012,2.48477e-012
1304.18186,1.88278e-012,1.88278e-012
1304.18945,3.73333e-012,3.73333e-012
1304.19705,3.11447e-012,3.11447e-012
1304.20464,3.15202e-012,3.15202e-012
1304.21224,2.79618e-012,2.79618e-012
1304.21984,2.16074e-012,2.16074e-012
1304.22743,1.80321e-012,1.80321e-012
1304.23503,2.41821e-012,2.41821e-012
1304.24262,1.92585e-012,1.92585e-012
1304.25022,1.54347e-012,1.54347e-012
1304.25781,8.41983e-013,8.41983e-013
1304.26541,8.3861e-013,8.3861e-013
1304.273,2.24297e-012,2.24297e-012
1304.2806,2.59679e-012,2.59679e-012
1304.28819,2.59055e-012,2.59055e-012
1304.29579,2.1427e-012,2.1427e-012
1304.30339,2.3758e-012,2.3758e-012
1304.31098,1.46002e-012,1.46002e-012
1304.31858,2.60874e-012,2.60874e-012
1304.32617,3.34321e-012,3.34321e-012
1304.33377,1.84459e-012,1.84459e-012
1304.34136,3.00301e-012,3.00301e-012
1304.34896,2.92857e-012,2.92857e-012
1304.35655,3.14598e-012,3.14598e-012
1304.36415,3.46112e-012,3.46112e-012
1304.37174,1.97958e-012,1.97958e-012
1304.37934,2.24144e-012,2.24144e-012
1304.38694,4.10175e-012,4.10175e-012
1304.39453,3.88135e-012,3.88135e-012
1304.40213,3.13708e-012,3.13708e-012
1304.40972,2.10476e-012,2.10476e-012
1304.41732,1.03525e-012,1.03525e-012
1304.42491,8.96164e-013,8.96164e-013
1304.43251,1.17379e-012,1.17379e-012
1304.4401,2.38969e-012,2.38969e-012
1304.4477,3.37273e-012,3.37273e-012
1304.4553,3.06393e-012,3.06393e-012
1304.46289,2.23747e-012,2.23747e-012
1304.47049,1.66743e-012,1.66743e-012
1304.47808,2.24486e-012,2.24486e-012
1304.48568,2.04032e-012,2.04032e-012
1304.49327,2.81841e-012,2.81841e-012
1304.50087,3.72902e-012,3.72902e-012
1304.50846,3.97965e-012,3.97965e-012
1304.51606,4.23859e-012,4.23859e-012
1304.52365,2.36205e-012,2.36205e-012
1304.53125,1.55543e-012,1.55543e-012
1304.53885,1.49339e-012,1.49339e-012
1304.54644,3.32935e-012,3.32935e-012
1304.55404,2.39365e-012,2.39365e-012
1304.56163,3.412e-012,3.412e-012
1304.56923,2.83438e-012,2.83438e-012
1304.57682,2.55239e-012,2.55239e-012
1304.58442,3.80386e-012,3.80386e-012
1304.59201,1.73939e-012,1.73939e-012
1304.59961,2.58244e-012,2.58244e-012
1304.6072,2.40413e-012,2.40413e-012
1304.6148,2.77649e-012,2.77649e-012
1304.6224,3.52052e-012,3.52052e-012
1304.62999,2.85208e-012,2.85208e-012
1304.63759,3.53368e-012,3.53368e-012
1304.64518,7.09907e-012,7.09907e-012
1304.65278,8.27215e-012,8.27215e-012
1304.66037,4.62883e-012,4.62883e-012
1304.66797,9.67729e-013,9.67729e-013
1304.67556,1.03955e-012,1.03955e-012
1304.68316,2.4381e-012,2.4381e-012
1304.69076,3.35847e-012,3.35847e-012
1304.69835,2.36261e-012,2.36261e-012
1304.70595,1.78255e-012,1.78255e-012
