t	signal
s	
	
0,07998	-3,76713
0,08	-0,76713
0,08002	8,85787
0,08004	18,23287
0,08006	7,60787
0,08008	2,35787
0,0801	2,48287
0,08012	-4,14213
0,08014	1,48287
0,08016	-5,51713
0,08018	-6,64213
0,0802	-1,64213
0,08022	-12,51713
0,08024	-11,89213
0,08026	-19,01713
0,08028	-22,39213
0,0803	-21,39213
0,08032	-14,01713
0,08034	-15,89213
0,08036	-17,64213
0,08038	-23,26713
0,0804	-27,26713
0,08042	-21,51713
0,08044	-19,89213
0,08046	-19,89213
0,08048	-14,64213
0,0805	-10,76713
0,08052	-6,89213
0,08054	-17,01713
0,08056	-11,14213
0,08058	-14,39213
0,0806	-9,26713
0,08062	1,35787
0,08064	-3,01713
0,08066	-3,64213
0,08068	4,85787
0,0807	5,73287
0,08072	1,98287
0,08074	10,23287
0,08076	16,23287
0,08078	15,98287
0,0808	13,10787
0,08082	12,10787
0,08084	3,23287
0,08086	6,10787
0,08088	6,10787
0,0809	13,10787
0,08092	11,73287
0,08094	6,10787
0,08096	2,10787
0,08098	-1,76713
0,081	-5,89213
0,08102	-12,01713
0,08104	-16,26713
0,08106	-18,14213
0,08108	-20,51713
0,0811	-15,64213
0,08112	-16,76713
0,08114	-18,51713
0,08116	-20,01713
0,08118	-28,01713
0,0812	-20,89213
0,08122	-27,64213
0,08124	-25,14213
0,08126	-17,64213
0,08128	-18,39213
0,0813	-13,01713
0,08132	-4,89213
0,08134	-6,51713
0,08136	-2,26713
0,08138	5,35787
0,0814	4,48287
0,08142	4,98287
0,08144	9,85787
0,08146	9,10787
0,08148	4,10787
0,0815	-0,14213
0,08152	-3,14213
0,08154	-0,51713
0,08156	5,48287
0,08158	6,23287
0,0816	4,10787
0,08162	2,48287
0,08164	2,35787
0,08166	-7,76713
0,08168	-1,39213
0,0817	-4,26713
0,08172	-13,64213
0,08174	-16,51713
0,08176	-20,51713
0,08178	-22,39213
0,0818	-29,76713
0,08182	-34,64213
0,08184	-22,64213
0,08186	-35,76713
0,08188	-35,26713
0,0819	-31,76713
0,08192	-37,14213
0,08194	-45,89213
0,08196	-44,89213
0,08198	-38,76713
0,082	-33,39213
0,08202	-29,89213
0,08204	-34,39213
0,08206	-24,51713
0,08208	-12,89213
0,0821	-9,26713
0,08212	-4,76713
0,08214	-11,26713
0,08216	3,85787
0,08218	-1,01713
0,0822	-1,01713
0,08222	2,85787
0,08224	3,35787
0,08226	4,23287
0,08228	4,48287
0,0823	3,98287
0,08232	1,85787
0,08234	0,60787
0,08236	-9,26713
0,08238	-12,76713
0,0824	-7,64213
0,08242	-12,14213
0,08244	-10,14213
0,08246	-13,76713
0,08248	-24,89213
0,0825	-19,39213
0,08252	-21,26713
0,08254	-26,76713
0,08256	-32,89213
0,08258	-31,51713
0,0826	-20,89213
0,08262	-22,51713
0,08264	-22,89213
0,08266	-18,14213
0,08268	-19,89213
0,0827	-12,51713
0,08272	-17,89213
0,08274	-12,14213
0,08276	-20,76713
0,08278	-13,01713
0,0828	-6,14213
0,08282	5,48287
0,08284	13,48287
0,08286	22,10787
0,08288	11,23287
0,0829	18,35787
0,08292	16,35787
0,08294	3,60787
0,08296	-5,64213
0,08298	0,23287
0,083	4,98287
0,08302	10,60787
0,08304	16,98287
0,08306	16,10787
0,08308	16,35787
0,0831	20,73287
0,08312	14,60787
0,08314	4,98287
0,08316	6,73287
0,08318	-0,39213
0,0832	-4,01713
0,08322	-14,14213
0,08324	-12,89213
0,08326	-3,64213
0,08328	-0,01713
0,0833	0,98287
0,08332	1,85787
0,08334	4,48287
0,08336	7,48287
0,08338	6,60787
0,0834	-0,64213
0,08342	-0,76713
0,08344	-11,64213
0,08346	-18,26713
0,08348	-9,01713
0,0835	-0,51713
0,08352	10,60787
0,08354	2,23287
0,08356	4,10787
0,08358	15,73287
0,0836	12,60787
0,08362	3,60787
0,08364	-8,26713
0,08366	-3,39213
0,08368	-3,39213
0,0837	-6,39213
0,08372	-0,26713
0,08374	9,23287
0,08376	7,98287
0,08378	14,85787
0,0838	18,10787
0,08382	14,23287
0,08384	6,73287
0,08386	2,10787
0,08388	3,10787
0,0839	10,85787
0,08392	-0,39213
0,08394	-10,01713
0,08396	1,48287
0,08398	-0,26713
0,084	7,35787
0,08402	6,98287
0,08404	3,23287
0,08406	1,60787
0,08408	-3,39213
0,0841	-6,89213
0,08412	-3,89213
0,08414	-6,51713
0,08416	-1,89213
0,08418	7,23287
0,0842	5,85787
0,08422	-3,26713
0,08424	-6,64213
0,08426	-9,39213
0,08428	1,35787
0,0843	-1,64213
0,08432	-13,01713
0,08434	-11,51713
0,08436	-13,76713
0,08438	-12,76713
0,0844	-4,76713
0,08442	-1,89213
0,08444	-5,39213
0,08446	0,85787
0,08448	-13,01713
0,0845	-11,39213
0,08452	-15,51713
0,08454	-18,01713
0,08456	-18,76713
0,08458	-9,39213
0,0846	-10,64213
0,08462	-15,51713
0,08464	-10,51713
0,08466	-10,89213
0,08468	-17,14213
0,0847	-11,14213
0,08472	-3,39213
0,08474	-9,51713
0,08476	-8,76713
0,08478	2,48287
0,0848	2,10787
0,08482	2,10787
0,08484	8,23287
0,08486	-0,51713
0,08488	-1,14213
0,0849	0,10787
0,08492	4,35787
0,08494	0,48287
0,08496	6,98287
0,08498	5,60787
0,085	1,60787
0,08502	9,85787
0,08504	1,85787
0,08506	2,23287
0,08508	0,35787
0,0851	6,73287
0,08512	-2,01713
0,08514	-9,51713
0,08516	-16,26713
0,08518	-19,39213
0,0852	-26,51713
0,08522	-17,76713
0,08524	-19,76713
0,08526	-24,89213
0,08528	-23,26713
0,0853	-15,76713
0,08532	-15,64213
0,08534	-8,64213
0,08536	-6,26713
0,08538	-5,64213
0,0854	-7,51713
0,08542	-10,76713
0,08544	-20,14213
0,08546	-20,89213
0,08548	-20,01713
0,0855	-17,26713
0,08552	-11,76713
0,08554	-6,14213
0,08556	1,85787
0,08558	-5,26713
0,0856	-1,01713
0,08562	-6,01713
0,08564	-8,14213
0,08566	-4,89213
0,08568	-12,76713
0,0857	-14,26713
0,08572	-7,26713
0,08574	-4,39213
0,08576	2,10787
0,08578	0,60787
0,0858	2,35787
0,08582	7,35787
0,08584	10,85787
0,08586	4,73287
0,08588	-2,51713
0,0859	-12,64213
0,08592	-19,89213
0,08594	-10,39213
0,08596	-9,01713
0,08598	-10,01713
0,086	-9,01713
0,08602	-5,76713
0,08604	-8,89213
0,08606	-12,01713
0,08608	-20,14213
0,0861	-17,89213
0,08612	-19,14213
0,08614	-17,39213
0,08616	-22,51713
0,08618	-19,64213
0,0862	-4,51713
0,08622	-12,26713
0,08624	-4,51713
0,08626	-5,64213
0,08628	-5,89213
0,0863	-11,01713
0,08632	-19,14213
0,08634	-17,76713
0,08636	-20,14213
0,08638	-24,01713
0,0864	-14,51713
0,08642	-19,76713
0,08644	-25,14213
0,08646	-24,14213
0,08648	-23,01713
0,0865	-20,39213
0,08652	-24,39213
0,08654	-16,89213
0,08656	-17,26713
0,08658	-13,76713
0,0866	-14,89213
0,08662	-17,14213
0,08664	-14,01713
0,08666	-16,51713
0,08668	-0,89213
0,0867	8,23287
0,08672	12,60787
0,08674	2,10787
0,08676	1,35787
0,08678	8,23287
0,0868	5,98287
0,08682	2,35787
0,08684	-3,39213
0,08686	-9,76713
0,08688	-12,51713
0,0869	-8,76713
0,08692	-15,89213
0,08694	-23,01713
0,08696	-24,14213
0,08698	-28,89213
0,087	-26,64213
0,08702	-26,51713
0,08704	-41,39213
0,08706	-47,01713
0,08708	-47,89213
0,0871	-46,64213
0,08712	-38,51713
0,08714	-44,64213
0,08716	-38,39213
0,08718	-31,39213
0,0872	-29,14213
0,08722	-27,89213
0,08724	-30,26713
0,08726	-28,01713
0,08728	-23,51713
0,0873	-22,14213
0,08732	-14,89213
0,08734	-15,89213
0,08736	-8,14213
0,08738	-4,39213
0,0874	-3,51713
0,08742	-2,51713
0,08744	4,35787
0,08746	0,73287
0,08748	-6,51713
0,0875	-3,51713
0,08752	-6,89213
0,08754	-5,51713
0,08756	-11,76713
0,08758	-6,51713
0,0876	4,10787
0,08762	8,23287
0,08764	10,60787
0,08766	16,35787
0,08768	10,98287
0,0877	14,35787
0,08772	-4,14213
0,08774	-5,64213
0,08776	-5,39213
0,08778	8,60787
0,0878	0,35787
0,08782	1,98287
0,08784	4,60787
0,08786	3,23287
0,08788	-9,39213
0,0879	-11,39213
0,08792	-6,01713
0,08794	-8,26713
0,08796	-3,76713
0,08798	-10,14213
0,088	-8,01713
0,08802	-14,14213
0,08804	-21,64213
0,08806	-17,76713
0,08808	-18,01713
0,0881	-13,89213
0,08812	-18,76713
0,08814	-22,89213
0,08816	-13,14213
0,08818	-13,01713
0,0882	-8,64213
0,08822	-6,51713
0,08824	5,98287
0,08826	16,73287
0,08828	15,10787
0,0883	13,23287
0,08832	11,60787
0,08834	4,73287
0,08836	9,98287
0,08838	17,98287
0,0884	18,60787
0,08842	21,73287
0,08844	25,35787
0,08846	32,60787
0,08848	34,98287
0,0885	36,10787
0,08852	38,10787
0,08854	33,98287
0,08856	22,23287
0,08858	19,10787
0,0886	13,98287
0,08862	7,85787
0,08864	10,23287
0,08866	-2,14213
0,08868	-1,76713
0,0887	-7,01713
0,08872	-9,64213
0,08874	-16,51713
0,08876	-11,01713
0,08878	-18,64213
0,0888	-26,64213
0,08882	-33,89213
0,08884	-23,01713
0,08886	-19,14213
0,08888	-23,14213
0,0889	-17,76713
0,08892	-7,89213
0,08894	-1,64213
0,08896	2,85787
0,08898	-3,89213
0,089	-1,64213
0,08902	11,98287
0,08904	21,35787
0,08906	18,73287
0,08908	15,98287
0,0891	11,23287
0,08912	10,10787
0,08914	10,98287
0,08916	16,73287
0,08918	29,60787
0,0892	26,48287
0,08922	27,35787
0,08924	23,98287
0,08926	18,48287
0,08928	14,98287
0,0893	14,10787
0,08932	13,10787
0,08934	8,35787
0,08936	13,23287
0,08938	20,23287
0,0894	13,23287
0,08942	9,98287
0,08944	13,35787
0,08946	21,23287
0,08948	28,60787
0,0895	23,85787
0,08952	15,10787
0,08954	8,73287
0,08956	4,48287
0,08958	9,35787
0,0896	12,23287
0,08962	10,73287
0,08964	13,85787
0,08966	20,73287
0,08968	12,10787
0,0897	18,98287
0,08972	15,85787
0,08974	11,85787
0,08976	5,23287
0,08978	7,23287
0,0898	-3,64213
0,08982	10,98287
0,08984	2,23287
0,08986	10,60787
0,08988	19,23287
0,0899	19,85787
0,08992	26,35787
0,08994	27,10787
0,08996	24,60787
0,08998	30,23287
0,09	23,98287
0,09002	18,10787
0,09004	8,85787
0,09006	6,85787
0,09008	15,10787
0,0901	9,48287
0,09012	8,23287
0,09014	2,10787
0,09016	0,98287
0,09018	-12,89213
0,0902	-12,51713
0,09022	-24,39213
0,09024	-20,76713
0,09026	-13,64213
0,09028	-16,89213
0,0903	-12,76713
0,09032	-20,64213
0,09034	-26,01713
0,09036	-24,39213
0,09038	-22,39213
0,0904	-26,39213
0,09042	-26,76713
